"time","vehicleno","payload"
"2026-06-25 00:02:40.886+00","TK-51105-06DZ-215008","{""dod"": {""value"": 100, ""timestamp"": 1782345760886}, ""mfh"": {""value"": 0, ""timestamp"": 1781850017186}, ""soc"": {""value"": 85, ""timestamp"": 1782345760886}, ""soh"": {""value"": 100, ""timestamp"": 1782345760886}, ""enum"": {""value"": 1, ""timestamp"": 1782345760886}, ""alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""soh_1"": {""value"": 99, ""timestamp"": 1781850017186}, ""iot_no"": {""value"": 0, ""timestamp"": 1782345760886}, ""current"": {""value"": 21.51, ""timestamp"": 1782345760886}, ""chemistry"": {""value"": 1, ""timestamp"": 1782345760886}, ""protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""no_of_cells"": {""value"": 16, ""timestamp"": 1782345760886}, ""battery_temp"": {""value"": 41.05000000000001, ""timestamp"": 1782345760886}, ""charge_cycle"": {""value"": 47, ""timestamp"": 1782345760886}, ""charger_mode"": {""value"": 1, ""timestamp"": 1782345760886}, ""allow_charging"": {""value"": 1, ""timestamp"": 1782345760886}, ""rated_capacity"": {""value"": 105, ""timestamp"": 1782345760886}, ""battery_voltage"": {""value"": 52.92, ""timestamp"": 1782345760886}, ""bms_serial_no_1"": {""value"": 3473735675423313000, ""timestamp"": 1782345760886}, ""bms_serial_no_2"": {""value"": 3472333798117098500, ""timestamp"": 1782345760886}, ""cell_voltage_01"": {""value"": 3.317, ""timestamp"": 1782345760886}, ""cell_voltage_02"": {""value"": 3.293, ""timestamp"": 1782345760886}, ""cell_voltage_03"": {""value"": 3.292, ""timestamp"": 1782345760886}, ""cell_voltage_04"": {""value"": 3.291, ""timestamp"": 1782345760886}, ""cell_voltage_05"": {""value"": 3.311, ""timestamp"": 1782345760886}, ""cell_voltage_06"": {""value"": 3.316, ""timestamp"": 1782345760886}, ""cell_voltage_07"": {""value"": 3.315, ""timestamp"": 1782345760886}, ""cell_voltage_08"": {""value"": 3.319, ""timestamp"": 1782345760886}, ""cell_voltage_09"": {""value"": 3.314, ""timestamp"": 1782345760886}, ""cell_voltage_10"": {""value"": 3.318, ""timestamp"": 1782345760886}, ""cell_voltage_11"": {""value"": 3.315, ""timestamp"": 1782345760886}, ""cell_voltage_12"": {""value"": 3.316, ""timestamp"": 1782345760886}, ""cell_voltage_13"": {""value"": 3.315, ""timestamp"": 1782345760886}, ""cell_voltage_14"": {""value"": 3.316, ""timestamp"": 1782345760886}, ""cell_voltage_15"": {""value"": 3.316, ""timestamp"": 1782345760886}, ""cell_voltage_16"": {""value"": 3.321, ""timestamp"": 1782345760886}, ""cell_voltage_17"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_voltage_18"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_voltage_19"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_voltage_20"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_voltage_21"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_voltage_22"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_voltage_23"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_voltage_24"": {""value"": 0, ""timestamp"": 1782345760886}, ""discharge_cycle"": {""value"": 47, ""timestamp"": 1782345760886}, ""balancing_status"": {""value"": 0, ""timestamp"": 1782345760886}, ""protocol_version"": {""value"": 858665302, ""timestamp"": 1782345760886}, ""allow_discharging"": {""value"": 1, ""timestamp"": 1782345760886}, ""charge_cycle_count"": {""value"": 41, ""timestamp"": 1781850017186}, ""amb_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""buzzer_or_led_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_temperature_01"": {""value"": 41.05000000000001, ""timestamp"": 1782345760886}, ""cell_temperature_02"": {""value"": 38.950000000000045, ""timestamp"": 1782345760886}, ""cell_temperature_03"": {""value"": -30.049999999999983, ""timestamp"": 1782345760886}, ""cell_temperature_04"": {""value"": 39.75, ""timestamp"": 1782345760886}, ""cell_temperature_05"": {""value"": 39.650000000000034, ""timestamp"": 1782345760886}, ""cell_temperature_06"": {""value"": -273.15, ""timestamp"": 1782345760886}, ""cell_temperature_07"": {""value"": -273.15, ""timestamp"": 1782345760886}, ""cell_temperature_08"": {""value"": -273.15, ""timestamp"": 1782345760886}, ""cell_temperature_09"": {""value"": -273.15, ""timestamp"": 1782345760886}, ""cell_temperature_10"": {""value"": -273.15, ""timestamp"": 1782345760886}, ""cell_temperature_11"": {""value"": -273.15, ""timestamp"": 1782345760886}, ""cell_temperature_12"": {""value"": -273.15, ""timestamp"": 1782345760886}, ""mos_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""amb_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""bms_firmware_version"": {""value"": 3753046, ""timestamp"": 1782345760886}, ""cell_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""maximum_cell_voltage"": {""value"": 3.319, ""timestamp"": 1782345760886}, ""minimum_cell_voltage"": {""value"": 3.285, ""timestamp"": 1782345760886}, ""mos_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""battery_charge_run_hrs"": {""value"": 0, ""timestamp"": 1781850017186}, ""cell_over_voltage_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""current_request_cc_mode"": {""value"": 19.732, ""timestamp"": 1782345760886}, ""low_soc_occurence_count"": {""value"": 1, ""timestamp"": 1781850017186}, ""voltage_request_cv_mode"": {""value"": 56.8, ""timestamp"": 1782345760886}, ""amb_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""battery_serial_number_01"": {""value"": 3760558822770494500, ""timestamp"": 1782345760886}, ""battery_serial_number_02"": {""value"": 2324191901172249000, ""timestamp"": 1782345760886}, ""buzzer_or_led_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_under_voltage_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""maximum_cell_temperature"": {""value"": 39.75, ""timestamp"": 1782345760886}, ""minimum_cell_temperature"": {""value"": 38.950000000000045, ""timestamp"": 1782345760886}, ""mos_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""pack_over_voltage_alarms"": {""value"": 0, ""timestamp"": 1782345760886}, ""short_circuit_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""amb_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""battery_discharge_run_hrs"": {""value"": 0, ""timestamp"": 1781850017186}, ""cell_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""charge_over_current_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""cummulative_charge_energy"": {""value"": 0, ""timestamp"": 1781850017186}, ""mos_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""no_of_temperature_sensors"": {""value"": 5, ""timestamp"": 1782345760886}, ""pack_under_voltage_alarms"": {""value"": 0, ""timestamp"": 1782345760886}, ""thermal_runway_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_over_voltage_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""cummulative_discharge_energy"": {""value"": 0, ""timestamp"": 1781850017186}, ""discharge_over_current_alarm"": {""value"": 0, ""timestamp"": 1782345760886}, ""over_voltage_occurance_count"": {""value"": 110, ""timestamp"": 1781850017186}, ""pack_over_voltage_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""cell_under_voltage_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""fet_over_temp_occurence_count"": {""value"": 0, ""timestamp"": 1781850017186}, ""pack_under_voltage_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""under_voltage_occurance_count"": {""value"": 1, ""timestamp"": 1781850017186}, ""charge_over_current_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""short_circuit_protection_count"": {""value"": 0, ""timestamp"": 1781850017186}, ""discharge_over_current_protection"": {""value"": 0, ""timestamp"": 1782345760886}, ""battery_charge_cummulative_capacity"": {""value"": 3506, ""timestamp"": 1781850017186}, ""cell_over_deviation_occurence_count"": {""value"": 0, ""timestamp"": 1781850017186}, ""charge_over_current_occurence_count"": {""value"": 0, ""timestamp"": 1781850017186}, ""battery_discharge_cummulative_capacity"": {""value"": 3486, ""timestamp"": 1781850017186}, ""discharge_over_current_occurence-count"": {""value"": 2, ""timestamp"": 1781850017186}}"
"2026-06-25 00:00:30.989+00","TK-51105-04HY-122435","{""dod"": {""value"": 100, ""timestamp"": 1782345630989}, ""soc"": {""value"": 92, ""timestamp"": 1782345630989}, ""soh"": {""value"": 100, ""timestamp"": 1782345630989}, ""enum"": {""value"": 0, ""timestamp"": 1782345630989}, ""alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""iot_no"": {""value"": 0, ""timestamp"": 1782345630989}, ""current"": {""value"": 0, ""timestamp"": 1782345630989}, ""chemistry"": {""value"": 1, ""timestamp"": 1782345630989}, ""protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""no_of_cells"": {""value"": 16, ""timestamp"": 1782345630989}, ""battery_temp"": {""value"": 38.25, ""timestamp"": 1780415431025}, ""charge_cycle"": {""value"": 159, ""timestamp"": 1782345630989}, ""charger_mode"": {""value"": 1, ""timestamp"": 1780415431025}, ""allow_charging"": {""value"": 1, ""timestamp"": 1782345630989}, ""rated_capacity"": {""value"": 105, ""timestamp"": 1782345630989}, ""battery_voltage"": {""value"": 57.02, ""timestamp"": 1782345630989}, ""bms_serial_no_1"": {""value"": 3760564169954643000, ""timestamp"": 1782345630989}, ""bms_serial_no_2"": {""value"": 3833465098017528300, ""timestamp"": 1782345630989}, ""cell_voltage_01"": {""value"": 3.565, ""timestamp"": 1782345630989}, ""cell_voltage_02"": {""value"": 3.562, ""timestamp"": 1782345630989}, ""cell_voltage_03"": {""value"": 3.565, ""timestamp"": 1782345630989}, ""cell_voltage_04"": {""value"": 3.566, ""timestamp"": 1782345630989}, ""cell_voltage_05"": {""value"": 3.565, ""timestamp"": 1782345630989}, ""cell_voltage_06"": {""value"": 3.566, ""timestamp"": 1782345630989}, ""cell_voltage_07"": {""value"": 3.566, ""timestamp"": 1782345630989}, ""cell_voltage_08"": {""value"": 3.568, ""timestamp"": 1782345630989}, ""cell_voltage_09"": {""value"": 3.562, ""timestamp"": 1782345630989}, ""cell_voltage_10"": {""value"": 3.562, ""timestamp"": 1782345630989}, ""cell_voltage_11"": {""value"": 3.563, ""timestamp"": 1782345630989}, ""cell_voltage_12"": {""value"": 3.563, ""timestamp"": 1782345630989}, ""cell_voltage_13"": {""value"": 3.563, ""timestamp"": 1782345630989}, ""cell_voltage_14"": {""value"": 3.562, ""timestamp"": 1782345630989}, ""cell_voltage_15"": {""value"": 3.562, ""timestamp"": 1782345630989}, ""cell_voltage_16"": {""value"": 3.561, ""timestamp"": 1782345630989}, ""cell_voltage_17"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_voltage_18"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_voltage_19"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_voltage_20"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_voltage_21"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_voltage_22"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_voltage_23"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_voltage_24"": {""value"": 0, ""timestamp"": 1782345630989}, ""discharge_cycle"": {""value"": 159, ""timestamp"": 1782345630989}, ""balancing_status"": {""value"": 0, ""timestamp"": 1782345630989}, ""protocol_version"": {""value"": 858665302, ""timestamp"": 1782345630989}, ""allow_discharging"": {""value"": 1, ""timestamp"": 1782345630989}, ""amb_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""buzzer_or_led_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_temperature_01"": {""value"": 38.25, ""timestamp"": 1780415431025}, ""cell_temperature_02"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_03"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_04"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_05"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_06"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_07"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_08"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_09"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_10"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_11"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""cell_temperature_12"": {""value"": -273.15, ""timestamp"": 1780415431025}, ""mos_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""amb_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""bms_firmware_version"": {""value"": 3753046, ""timestamp"": 1782345630989}, ""cell_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""maximum_cell_voltage"": {""value"": 3.568, ""timestamp"": 1782345630989}, ""minimum_cell_voltage"": {""value"": 3.561, ""timestamp"": 1782345630989}, ""mos_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_over_voltage_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""current_request_cc_mode"": {""value"": 19.732, ""timestamp"": 1780415431025}, ""voltage_request_cv_mode"": {""value"": 56.8, ""timestamp"": 1780415431025}, ""amb_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""battery_serial_number_01"": {""value"": 3760558822770495500, ""timestamp"": 1782345630989}, ""battery_serial_number_02"": {""value"": 2324191901172249000, ""timestamp"": 1782345630989}, ""buzzer_or_led_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_under_voltage_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""maximum_cell_temperature"": {""value"": 37.85000000000002, ""timestamp"": 1782345630989}, ""minimum_cell_temperature"": {""value"": 37.85000000000002, ""timestamp"": 1782345630989}, ""mos_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""pack_over_voltage_alarms"": {""value"": 0, ""timestamp"": 1782345630989}, ""short_circuit_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""amb_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""charge_over_current_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""mos_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""no_of_temperature_sensors"": {""value"": 1, ""timestamp"": 1782345630989}, ""pack_under_voltage_alarms"": {""value"": 0, ""timestamp"": 1782345630989}, ""thermal_runway_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_over_voltage_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""discharge_over_current_alarm"": {""value"": 0, ""timestamp"": 1782345630989}, ""pack_over_voltage_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""cell_under_voltage_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""pack_under_voltage_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""charge_over_current_protection"": {""value"": 0, ""timestamp"": 1782345630989}, ""discharge_over_current_protection"": {""value"": 0, ""timestamp"": 1782345630989}}"
"2026-06-25 00:03:00.169+00","TK-51105-29JY-158051","{""dod"": {""value"": 100, ""timestamp"": 1782345780169}, ""mfh"": {""value"": 0, ""timestamp"": 1782345410900}, ""soc"": {""value"": 95, ""timestamp"": 1782345780169}, ""soh"": {""value"": 100, ""timestamp"": 1782345780169}, ""enum"": {""value"": 0, ""timestamp"": 1782345780169}, ""alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""soh_1"": {""value"": 98, ""timestamp"": 1782345410900}, ""iot_no"": {""value"": 0, ""timestamp"": 1782345780169}, ""current"": {""value"": 0, ""timestamp"": 1782345780169}, ""chemistry"": {""value"": 1, ""timestamp"": 1782345780169}, ""protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""no_of_cells"": {""value"": 16, ""timestamp"": 1782345780169}, ""battery_temp"": {""value"": 36.950000000000045, ""timestamp"": 1782258500076}, ""charge_cycle"": {""value"": 129, ""timestamp"": 1782345780169}, ""charger_mode"": {""value"": 1, ""timestamp"": 1782258500076}, ""allow_charging"": {""value"": 1, ""timestamp"": 1782345780169}, ""rated_capacity"": {""value"": 105, ""timestamp"": 1782345780169}, ""battery_voltage"": {""value"": 53.29, ""timestamp"": 1782345780169}, ""bms_serial_no_1"": {""value"": 4121415090097704000, ""timestamp"": 1782345780169}, ""bms_serial_no_2"": {""value"": 3545793299592862000, ""timestamp"": 1782345780169}, ""cell_voltage_01"": {""value"": 3.331, ""timestamp"": 1782345780169}, ""cell_voltage_02"": {""value"": 3.329, ""timestamp"": 1782345780169}, ""cell_voltage_03"": {""value"": 3.328, ""timestamp"": 1782345780169}, ""cell_voltage_04"": {""value"": 3.332, ""timestamp"": 1782345780169}, ""cell_voltage_05"": {""value"": 3.333, ""timestamp"": 1782345780169}, ""cell_voltage_06"": {""value"": 3.333, ""timestamp"": 1782345780169}, ""cell_voltage_07"": {""value"": 3.328, ""timestamp"": 1782345780169}, ""cell_voltage_08"": {""value"": 3.333, ""timestamp"": 1782345780169}, ""cell_voltage_09"": {""value"": 3.331, ""timestamp"": 1782345780169}, ""cell_voltage_10"": {""value"": 3.331, ""timestamp"": 1782345780169}, ""cell_voltage_11"": {""value"": 3.331, ""timestamp"": 1782345780169}, ""cell_voltage_12"": {""value"": 3.331, ""timestamp"": 1782345780169}, ""cell_voltage_13"": {""value"": 3.333, ""timestamp"": 1782345780169}, ""cell_voltage_14"": {""value"": 3.327, ""timestamp"": 1782345780169}, ""cell_voltage_15"": {""value"": 3.331, ""timestamp"": 1782345780169}, ""cell_voltage_16"": {""value"": 3.331, ""timestamp"": 1782345780169}, ""cell_voltage_17"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_voltage_18"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_voltage_19"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_voltage_20"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_voltage_21"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_voltage_22"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_voltage_23"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_voltage_24"": {""value"": 0, ""timestamp"": 1782345780169}, ""discharge_cycle"": {""value"": 129, ""timestamp"": 1782345780169}, ""balancing_status"": {""value"": 0, ""timestamp"": 1782345780169}, ""protocol_version"": {""value"": 858665302, ""timestamp"": 1782345780169}, ""allow_discharging"": {""value"": 1, ""timestamp"": 1782345780169}, ""charge_cycle_count"": {""value"": 129, ""timestamp"": 1782345410900}, ""amb_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""buzzer_or_led_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_temperature_01"": {""value"": 36.950000000000045, ""timestamp"": 1782258500076}, ""cell_temperature_02"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_03"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_04"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_05"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_06"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_07"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_08"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_09"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_10"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_11"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""cell_temperature_12"": {""value"": -273.15, ""timestamp"": 1782258500076}, ""mos_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""amb_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""bms_firmware_version"": {""value"": 3753046, ""timestamp"": 1782345780169}, ""cell_over_temp_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""maximum_cell_voltage"": {""value"": 3.333, ""timestamp"": 1782345780169}, ""minimum_cell_voltage"": {""value"": 3.327, ""timestamp"": 1782345780169}, ""mos_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_under_temp_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""battery_charge_run_hrs"": {""value"": 0, ""timestamp"": 1782345410900}, ""cell_over_voltage_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""current_request_cc_mode"": {""value"": 19.732, ""timestamp"": 1782258500076}, ""low_soc_occurence_count"": {""value"": 29, ""timestamp"": 1782345410900}, ""voltage_request_cv_mode"": {""value"": 56.8, ""timestamp"": 1782258500076}, ""amb_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""battery_serial_number_01"": {""value"": 3760558822770495500, ""timestamp"": 1782345780169}, ""battery_serial_number_02"": {""value"": 2324191901172249000, ""timestamp"": 1782345780169}, ""buzzer_or_led_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_under_voltage_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""maximum_cell_temperature"": {""value"": 38.05000000000001, ""timestamp"": 1782345780169}, ""minimum_cell_temperature"": {""value"": 38.05000000000001, ""timestamp"": 1782345780169}, ""mos_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""pack_over_voltage_alarms"": {""value"": 0, ""timestamp"": 1782345780169}, ""short_circuit_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""amb_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""battery_discharge_run_hrs"": {""value"": 0, ""timestamp"": 1782345410900}, ""cell_over_temp_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""charge_over_current_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""cummulative_charge_energy"": {""value"": 0, ""timestamp"": 1782345410900}, ""mos_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""no_of_temperature_sensors"": {""value"": 1, ""timestamp"": 1782345780169}, ""pack_under_voltage_alarms"": {""value"": 0, ""timestamp"": 1782345780169}, ""thermal_runway_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_under_temp_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_over_voltage_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""cummulative_discharge_energy"": {""value"": 0, ""timestamp"": 1782345410900}, ""discharge_over_current_alarm"": {""value"": 0, ""timestamp"": 1782345780169}, ""over_voltage_occurance_count"": {""value"": 233, ""timestamp"": 1782345410900}, ""pack_over_voltage_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""cell_under_voltage_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""fet_over_temp_occurence_count"": {""value"": 0, ""timestamp"": 1782345410900}, ""pack_under_voltage_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""under_voltage_occurance_count"": {""value"": 29, ""timestamp"": 1782345410900}, ""charge_over_current_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""short_circuit_protection_count"": {""value"": 1, ""timestamp"": 1782345410900}, ""discharge_over_current_protection"": {""value"": 0, ""timestamp"": 1782345780169}, ""battery_charge_cummulative_capacity"": {""value"": 10936, ""timestamp"": 1782345410900}, ""cell_over_deviation_occurence_count"": {""value"": 0, ""timestamp"": 1782345410900}, ""charge_over_current_occurence_count"": {""value"": 0, ""timestamp"": 1782345410900}, ""battery_discharge_cummulative_capacity"": {""value"": 10840, ""timestamp"": 1782345410900}, ""discharge_over_current_occurence-count"": {""value"": 1, ""timestamp"": 1782345410900}}"
